city_id,city_name,consumers,population,estimated_rent,city_rank,customer_id,customer_name,sale_id,sale_date,total,rating,product_id-2,product_name,price,month
5,Delhi,7750000,31000000,22500,3,214,Aditya Nair,3215,20-09-2023,500,5,24,Tote Bag with Coffee Design,500,
5,Delhi,7750000,31000000,22500,3,229,Dhruv Gupta,3208,20-09-2023,400,3,22,Coffee Art Print,400,
5,Delhi,7750000,31000000,22500,3,231,Dhruv Sharma,3195,20-09-2023,650,2,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,243,Navya Agarwal,3221,20-09-2023,500,4,24,Tote Bag with Coffee Design,500,
5,Delhi,7750000,31000000,22500,3,257,Vivaan Kapoor,3222,20-09-2023,500,3,24,Tote Bag with Coffee Design,500,
7,Hyderabad,2500000,10000000,22500,4,302,Navya Verma,3205,20-09-2023,400,5,22,Coffee Art Print,400,
9,Kolkata,3725000,14900000,16200,7,343,Ishita Shukla,3213,20-09-2023,500,5,24,Tote Bag with Coffee Design,500,
9,Kolkata,3725000,14900000,16200,7,344,Ishita Singh,3211,20-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
10,Surat,1800000,7200000,13500,10,396,Trisha Sharma,3212,20-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
12,Kanpur,775000,3100000,8100,12,420,Ishita Rao,3223,20-09-2023,500,2,24,Tote Bag with Coffee Design,500,
12,Kanpur,775000,3100000,8100,12,443,Navya Joshi,3210,20-09-2023,250,3,23,Customizable Coffee Coaster Set,250,
12,Kanpur,775000,3100000,8100,12,449,Riya Kapoor,3216,20-09-2023,500,2,24,Tote Bag with Coffee Design,500,
13,Nagpur,725000,2900000,7200,13,455,Krishna Joshi,3219,20-09-2023,500,2,24,Tote Bag with Coffee Design,500,
14,Indore,825000,3300000,6300,14,488,Vihaan Desai,3198,20-09-2023,650,5,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,11,Ananya Gupta,3237,21-09-2023,400,4,22,Coffee Art Print,400,
1,Bangalore,3075000,12300000,29700,1,13,Ananya Malhotra,3234,21-09-2023,400,5,22,Coffee Art Print,400,
1,Bangalore,3075000,12300000,29700,1,15,Arjun Agarwal,3240,21-09-2023,400,4,22,Coffee Art Print,400,
1,Bangalore,3075000,12300000,29700,1,19,Arjun Reddy,3225,21-09-2023,650,4,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,25,Aryan Singh,3233,21-09-2023,650,4,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,48,Aditi Kapoor,3252,21-09-2023,500,5,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,56,Aditya Reddy,3238,21-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,57,Aditya Shukla,3243,21-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,57,Aditya Shukla,3235,21-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,65,Arjun Mishra,3226,21-09-2023,650,5,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,78,Isha Kapoor,3229,21-09-2023,650,4,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,98,Aryan Sinha,3239,21-09-2023,400,5,22,Coffee Art Print,400,
3,Pune,1875000,7500000,15300,9,108,Isha Singh,3231,21-09-2023,650,4,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,109,Ishita Kapoor,3244,21-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,114,Mira Chopra,3245,21-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,120,Rudra Nair,3249,21-09-2023,500,4,24,Tote Bag with Coffee Design,500,
3,Pune,1875000,7500000,15300,9,128,Mira Nair,3241,21-09-2023,400,5,22,Coffee Art Print,400,
3,Pune,1875000,7500000,15300,9,133,Abhay Singh,3250,21-09-2023,500,5,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,143,Aditya Mishra,3253,21-09-2023,500,2,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,150,Arjun Verma,3247,21-09-2023,250,3,23,Customizable Coffee Coaster Set,250,
4,Jaipur,1000000,4000000,10800,8,150,Arjun Verma,3254,21-09-2023,500,3,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,163,Diya Mehta,3232,21-09-2023,650,4,21,Insulated Travel Mug,650,
4,Jaipur,1000000,4000000,10800,8,167,Diya Verma,3242,21-09-2023,400,4,22,Coffee Art Print,400,
5,Delhi,7750000,31000000,22500,3,223,Arjun Chopra,3251,21-09-2023,500,4,24,Tote Bag with Coffee Design,500,
5,Delhi,7750000,31000000,22500,3,227,Aryan Rao,3246,21-09-2023,250,3,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,229,Dhruv Gupta,3230,21-09-2023,650,5,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,266,Navya Kapoor,3248,21-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
7,Hyderabad,2500000,10000000,22500,4,310,Vihaan Agarwal,3227,21-09-2023,650,3,21,Insulated Travel Mug,650,
10,Surat,1800000,7200000,13500,10,370,Ishita Joshi,3228,21-09-2023,650,2,21,Insulated Travel Mug,650,
10,Surat,1800000,7200000,13500,10,373,Krishna Singh,3236,21-09-2023,400,3,22,Coffee Art Print,400,
1,Bangalore,3075000,12300000,29700,1,15,Arjun Agarwal,3282,22-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,32,Diya Desai,3257,22-09-2023,650,4,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,39,Ishita Agarwal,3272,22-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,43,Aarav Nair,3281,22-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,52,Aditi Rao,3287,22-09-2023,500,4,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,53,Aditi Shukla,3274,22-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,59,Ananya Desai,3259,22-09-2023,650,5,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,60,Ananya Pandey,3290,22-09-2023,500,5,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,66,Arjun Sinha,3270,22-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,70,Aryan Reddy,3271,22-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,70,Aryan Reddy,3279,22-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,77,Isha Desai,3278,22-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,78,Isha Kapoor,3291,22-09-2023,500,4,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,79,Isha Malhotra,3261,22-09-2023,650,5,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,80,Isha Pandey,3280,22-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,95,Arjun Sharma,3265,22-09-2023,400,5,22,Coffee Art Print,400,
3,Pune,1875000,7500000,15300,9,124,Vivaan Desai,3266,22-09-2023,400,5,22,Coffee Art Print,400,
3,Pune,1875000,7500000,15300,9,133,Abhay Singh,3285,22-09-2023,500,4,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,134,Aarav Joshi,3283,22-09-2023,500,2,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,142,Aditya Mehta,3284,22-09-2023,500,2,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,144,Aditya Pandey,3275,22-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
4,Jaipur,1000000,4000000,10800,8,145,Aditya Patel,3260,22-09-2023,650,5,21,Insulated Travel Mug,650,
4,Jaipur,1000000,4000000,10800,8,147,Arjun Desai,3263,22-09-2023,400,5,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,164,Diya Nair,3264,22-09-2023,400,5,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,192,Shaurya Pandey,3276,22-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,206,Aarav Shukla,3262,22-09-2023,650,5,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,230,Dhruv Reddy,3273,22-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,232,Diya Gupta,3256,22-09-2023,650,5,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,257,Vivaan Kapoor,3277,22-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,265,Navya Chopra,3268,22-09-2023,400,2,22,Coffee Art Print,400,
6,Mumbai,5100000,20400000,31500,2,280,Saanvi Sharma,3258,22-09-2023,650,3,21,Insulated Travel Mug,650,
9,Kolkata,3725000,14900000,16200,7,368,Dhruv Joshi,3288,22-09-2023,500,3,24,Tote Bag with Coffee Design,500,
10,Surat,1800000,7200000,13500,10,372,Krishna Reddy,3267,22-09-2023,400,5,22,Coffee Art Print,400,
10,Surat,1800000,7200000,13500,10,374,Navya Chopra,3289,22-09-2023,500,2,24,Tote Bag with Coffee Design,500,
11,Lucknow,950000,3800000,9000,11,411,Navya Desai,3255,22-09-2023,650,5,21,Insulated Travel Mug,650,
12,Kanpur,775000,3100000,8100,12,433,Rudra Patel,3269,22-09-2023,400,5,22,Coffee Art Print,400,
13,Nagpur,725000,2900000,7200,13,453,Kiara Joshi,3286,22-09-2023,500,4,24,Tote Bag with Coffee Design,500,
1,Bangalore,3075000,12300000,29700,1,3,Aditi Gupta,3322,23-09-2023,500,4,24,Tote Bag with Coffee Design,500,
1,Bangalore,3075000,12300000,29700,1,3,Aditi Gupta,3302,23-09-2023,400,4,22,Coffee Art Print,400,
1,Bangalore,3075000,12300000,29700,1,5,Aditi Reddy,3306,23-09-2023,400,4,22,Coffee Art Print,400,
1,Bangalore,3075000,12300000,29700,1,8,Aditya Malhotra,3299,23-09-2023,650,4,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,9,Aditya Sharma,3304,23-09-2023,400,5,22,Coffee Art Print,400,
1,Bangalore,3075000,12300000,29700,1,29,Dhruv Mehta,3300,23-09-2023,650,4,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,32,Diya Desai,3295,23-09-2023,650,5,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,35,Diya Reddy,3305,23-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,53,Aditi Shukla,3293,23-09-2023,650,5,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,53,Aditi Shukla,3324,23-09-2023,500,4,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,53,Aditi Shukla,3307,23-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,63,Ananya Shukla,3303,23-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,63,Ananya Shukla,3317,23-09-2023,500,5,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,69,Aryan Nair,3294,23-09-2023,650,5,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,82,Aarav Malhotra,3321,23-09-2023,500,5,24,Tote Bag with Coffee Design,500,
3,Pune,1875000,7500000,15300,9,93,Arjun Mehta,3298,23-09-2023,650,4,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,95,Arjun Sharma,3308,23-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,99,Dhruv Patel,3311,23-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,100,Dhruv Shukla,3316,23-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,112,Krishna Sharma,3296,23-09-2023,650,5,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,132,Veer Kapoor,3297,23-09-2023,650,5,21,Insulated Travel Mug,650,
4,Jaipur,1000000,4000000,10800,8,135,Aarav Kumar,3315,23-09-2023,250,3,23,Customizable Coffee Coaster Set,250,
4,Jaipur,1000000,4000000,10800,8,143,Aditya Mishra,3313,23-09-2023,250,3,23,Customizable Coffee Coaster Set,250,
4,Jaipur,1000000,4000000,10800,8,147,Arjun Desai,3320,23-09-2023,500,4,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,171,Isha Patel,3314,23-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
4,Jaipur,1000000,4000000,10800,8,182,Mira Verma,3318,23-09-2023,500,5,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,183,Navya Rao,3323,23-09-2023,500,5,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,188,Rudra Reddy,3319,23-09-2023,500,4,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,189,Saanvi Chopra,3292,23-09-2023,650,3,21,Insulated Travel Mug,650,
4,Jaipur,1000000,4000000,10800,8,195,Krishna Agarwal,3312,23-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,227,Aryan Rao,3301,23-09-2023,400,2,22,Coffee Art Print,400,
5,Delhi,7750000,31000000,22500,3,268,Nikhil Jain,3310,23-09-2023,250,3,23,Customizable Coffee Coaster Set,250,
6,Mumbai,5100000,20400000,31500,2,287,Vivaan Verma,3309,23-09-2023,250,2,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,27,Dhruv Kumar,3340,24-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,29,Dhruv Mehta,3329,24-09-2023,650,4,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,42,Aarav Mishra,3336,24-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,49,Aditi Malhotra,3332,24-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,58,Ananya Chopra,3328,24-09-2023,650,5,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,65,Arjun Mishra,3333,24-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,67,Aryan Kumar,3331,24-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,72,Diya Agarwal,3341,24-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,72,Diya Agarwal,3348,24-09-2023,500,4,24,Tote Bag with Coffee Design,500,
3,Pune,1875000,7500000,15300,9,82,Aarav Malhotra,3344,24-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,89,Ananya Rao,3343,24-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,96,Arjun Shukla,3339,24-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,101,Dhruv Sinha,3330,24-09-2023,650,4,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,105,Diya Pandey,3335,24-09-2023,400,5,22,Coffee Art Print,400,
3,Pune,1875000,7500000,15300,9,128,Mira Nair,3346,24-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,132,Veer Kapoor,3345,24-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
4,Jaipur,1000000,4000000,10800,8,153,Aryan Joshi,3334,24-09-2023,400,3,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,158,Dhruv Kapoor,3327,24-09-2023,650,5,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,205,Aarav Mehta,3325,24-09-2023,650,3,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,222,Ananya Verma,3338,24-09-2023,250,2,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,245,Navya Mehta,3350,24-09-2023,500,4,24,Tote Bag with Coffee Design,500,
5,Delhi,7750000,31000000,22500,3,246,Navya Mishra,3342,24-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,259,Vivaan Shukla,3349,24-09-2023,500,5,24,Tote Bag with Coffee Design,500,
11,Lucknow,950000,3800000,9000,11,403,Shaurya Kumar,3347,24-09-2023,500,2,24,Tote Bag with Coffee Design,500,
11,Lucknow,950000,3800000,9000,11,411,Navya Desai,3326,24-09-2023,650,3,21,Insulated Travel Mug,650,
12,Kanpur,775000,3100000,8100,12,427,Mira Pandey,3337,24-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,12,Ananya Kumar,3352,25-09-2023,650,4,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,20,Arjun Singh,3370,25-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,24,Aryan Sharma,3368,25-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,38,Isha Shukla,3359,25-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,41,Aarav Kapoor,3365,25-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,45,Aarav Sharma,3364,25-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,48,Aditi Kapoor,3361,25-09-2023,400,4,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,56,Aditya Reddy,3360,25-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,58,Ananya Chopra,3371,25-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,58,Ananya Chopra,3375,25-09-2023,500,5,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,69,Aryan Nair,3356,25-09-2023,650,5,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,91,Arjun Kapoor,3357,25-09-2023,650,5,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,95,Arjun Sharma,3376,25-09-2023,500,4,24,Tote Bag with Coffee Design,500,
3,Pune,1875000,7500000,15300,9,110,Ishita Reddy,3374,25-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,116,Mira Patel,3366,25-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,124,Vivaan Desai,3377,25-09-2023,500,5,24,Tote Bag with Coffee Design,500,
3,Pune,1875000,7500000,15300,9,129,Aditi Gupta,3372,25-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,133,Abhay Singh,3362,25-09-2023,400,4,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,159,Dhruv Mishra,3358,25-09-2023,400,5,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,174,Ishita Kumar,3382,25-09-2023,500,5,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,182,Mira Verma,3380,25-09-2023,500,4,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,192,Shaurya Pandey,3381,25-09-2023,500,3,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,201,Uday Reddy,3355,25-09-2023,650,4,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,210,Aditi Sharma,3379,25-09-2023,500,5,24,Tote Bag with Coffee Design,500,
5,Delhi,7750000,31000000,22500,3,221,Ananya Sinha,3354,25-09-2023,650,2,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,257,Vivaan Kapoor,3373,25-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
7,Hyderabad,2500000,10000000,22500,4,313,Kiara Singh,3353,25-09-2023,650,2,21,Insulated Travel Mug,650,
8,Ahmedabad,2075000,8300000,14400,5,326,Riya Gupta,3363,25-09-2023,400,3,22,Coffee Art Print,400,
8,Ahmedabad,2075000,8300000,14400,5,334,Vihaan Nair,3369,25-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
10,Surat,1800000,7200000,13500,10,392,Mira Malhotra,3378,25-09-2023,500,2,24,Tote Bag with Coffee Design,500,
12,Kanpur,775000,3100000,8100,12,429,Navya Gupta,3351,25-09-2023,650,2,21,Insulated Travel Mug,650,
13,Nagpur,725000,2900000,7200,13,474,Aryan Reddy,3367,25-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,17,Arjun Pandey,3388,26-09-2023,650,4,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,18,Arjun Rao,3405,26-09-2023,500,5,24,Tote Bag with Coffee Design,500,
1,Bangalore,3075000,12300000,29700,1,26,Dhruv Agarwal,3396,26-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,31,Dhruv Verma,3398,26-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,33,Diya Joshi,3401,26-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,39,Ishita Agarwal,3383,26-09-2023,650,5,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,39,Ishita Agarwal,3385,26-09-2023,650,4,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,40,Aarav Chopra,3407,26-09-2023,500,4,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,52,Aditi Rao,3408,26-09-2023,500,4,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,60,Ananya Pandey,3399,26-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,63,Ananya Shukla,3400,26-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,88,Ananya Kapoor,3395,26-09-2023,400,4,22,Coffee Art Print,400,
3,Pune,1875000,7500000,15300,9,100,Dhruv Shukla,3384,26-09-2023,650,5,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,123,Vihaan Verma,3397,26-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
4,Jaipur,1000000,4000000,10800,8,158,Dhruv Kapoor,3393,26-09-2023,400,4,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,183,Navya Rao,3387,26-09-2023,650,4,21,Insulated Travel Mug,650,
4,Jaipur,1000000,4000000,10800,8,184,Riya Rao,3394,26-09-2023,400,3,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,191,Saanvi Kumar,3391,26-09-2023,400,4,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,199,Mira Kumar,3403,26-09-2023,250,3,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,224,Aryan Gupta,3406,26-09-2023,500,2,24,Tote Bag with Coffee Design,500,
5,Delhi,7750000,31000000,22500,3,257,Vivaan Kapoor,3392,26-09-2023,400,3,22,Coffee Art Print,400,
5,Delhi,7750000,31000000,22500,3,266,Navya Kapoor,3389,26-09-2023,650,3,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,267,Ishaan Kumar,3402,26-09-2023,250,2,23,Customizable Coffee Coaster Set,250,
7,Hyderabad,2500000,10000000,22500,4,302,Navya Verma,3390,26-09-2023,650,3,21,Insulated Travel Mug,650,
8,Ahmedabad,2075000,8300000,14400,5,326,Riya Gupta,3386,26-09-2023,650,2,21,Insulated Travel Mug,650,
14,Indore,825000,3300000,6300,14,494,Mira Mishra,3404,26-09-2023,500,4,24,Tote Bag with Coffee Design,500,
1,Bangalore,3075000,12300000,29700,1,5,Aditi Reddy,3412,27-09-2023,650,5,21,Insulated Travel Mug,650,
1,Bangalore,3075000,12300000,29700,1,6,Aditi Verma,3429,27-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
1,Bangalore,3075000,12300000,29700,1,26,Dhruv Agarwal,3421,27-09-2023,400,5,22,Coffee Art Print,400,
2,Chennai,2775000,11100000,17100,6,51,Aditi Patel,3410,27-09-2023,650,5,21,Insulated Travel Mug,650,
2,Chennai,2775000,11100000,17100,6,53,Aditi Shukla,3430,27-09-2023,500,5,24,Tote Bag with Coffee Design,500,
2,Chennai,2775000,11100000,17100,6,67,Aryan Kumar,3428,27-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
2,Chennai,2775000,11100000,17100,6,76,Isha Chopra,3419,27-09-2023,400,5,22,Coffee Art Print,400,
3,Pune,1875000,7500000,15300,9,106,Isha Joshi,3416,27-09-2023,400,5,22,Coffee Art Print,400,
3,Pune,1875000,7500000,15300,9,111,Kiara Agarwal,3422,27-09-2023,250,4,23,Customizable Coffee Coaster Set,250,
3,Pune,1875000,7500000,15300,9,117,Mira Sharma,3409,27-09-2023,650,4,21,Insulated Travel Mug,650,
3,Pune,1875000,7500000,15300,9,126,Vivaan Sinha,3432,27-09-2023,500,5,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,134,Aarav Joshi,3413,27-09-2023,650,4,21,Insulated Travel Mug,650,
4,Jaipur,1000000,4000000,10800,8,147,Arjun Desai,3423,27-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
4,Jaipur,1000000,4000000,10800,8,150,Arjun Verma,3436,27-09-2023,500,5,24,Tote Bag with Coffee Design,500,
4,Jaipur,1000000,4000000,10800,8,173,Ishita Gupta,3417,27-09-2023,400,3,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,177,Krishna Agarwal,3414,27-09-2023,400,3,22,Coffee Art Print,400,
4,Jaipur,1000000,4000000,10800,8,182,Mira Verma,3427,27-09-2023,250,2,23,Customizable Coffee Coaster Set,250,
5,Delhi,7750000,31000000,22500,3,211,Aditi Singh,3411,27-09-2023,650,2,21,Insulated Travel Mug,650,
5,Delhi,7750000,31000000,22500,3,217,Ananya Joshi,3433,27-09-2023,500,5,24,Tote Bag with Coffee Design,500,
5,Delhi,7750000,31000000,22500,3,244,Navya Malhotra,3435,27-09-2023,500,4,24,Tote Bag with Coffee Design,500,
5,Delhi,7750000,31000000,22500,3,265,Navya Chopra,3420,27-09-2023,400,5,22,Coffee Art Print,400,
6,Mumbai,5100000,20400000,31500,2,280,Saanvi Sharma,3418,27-09-2023,400,4,22,Coffee Art Print,400,
6,Mumbai,5100000,20400000,31500,2,284,Vihaan Shukla,3431,27-09-2023,500,3,24,Tote Bag with Coffee Design,500,
7,Hyderabad,2500000,10000000,22500,4,306,Rudra Verma,3425,27-09-2023,250,5,23,Customizable Coffee Coaster Set,250,
9,Kolkata,3725000,14900000,16200,7,349,Krishna Pandey,3434,27-09-2023,500,2,24,Tote Bag with Coffee Design,500,
